org_id,markt,naam,naam_aliassen,moeder_org_id,categorie,domein,beoordeelt_zelf,bewijs_citaat,bewijs_url,particulier,bron_particulier,omvang_medewerkers,lerenden_per_jaar,lerenden_diploma,lerenden_diploma_bron,aantal_opleidingen,cursusprijs,omzet_indicatie,geschatte_jaarwaarde,omvang_niveau,omvang_citaat,omvang_url,icp_status,blokkade_reden,close_lead_id,close_gecheckt_op,contact_zoekpoging,notities,laatst_bijgewerkt,bijgewerkt_door
org_share-business-management,nl,Share Business Management,,,Post-hbo Integrator-opleiding; portfolio-opbouw en -beoordeling gedurende de opleiding,sharebusinessmanagement.nl,Ja,"Het portfolio wordt beoordeeld op inhoudelijke kwaliteit, professionele toepassing en aantoonbare impact binnen de praktijk.",https://sharebusinessmanagement.nl/integrator-opleiding/,Ja,CPION/SPHBO,,,,,,,,,,,,gekwalificeerd,,,2026-08-18,,,2026-08-18,lead-sourcing-nl
org_spril,nl,Spril,,,Workforcemanagement-opleidingen klantcontact; meerdaagse leergangen met eigen eindopdracht,spril.nl,Ja,"Deelnemers die het hele programma met goed gevolg doorlopen en de eindopdracht succesvol hebben afgerond, ontvangen een certificaat.",https://spril.nl/academie/opleiding-tactisch-wfm/,Ja,CPION/SPHBO,,,,,,,,,,,,gekwalificeerd,,,2026-08-18,,,2026-08-18,lead-sourcing-nl
org_triple-dynamixs-academy,nl,Triple Dynamixs Academy,,,"Post-hbo Register FysioCoach; afstudeerscriptie plus examen, eigen docenten",tripledynamixsacademy.nl,Ja,"De studie bestaat uit 16 opleidingsdagen (= 128 contacturen), 3 stagedagen, intervisiebijeenkomsten via skype, een afstudeerscriptie en een examen.",https://tripledynamixsacademy.nl/opleidingen/register-fysiocoach/,Ja,CPION/SPHBO,,,,,,,,,,,,gekwalificeerd,,,2026-08-18,,,2026-08-18,lead-sourcing-nl
org_hollands-college,nl,Hollands College,,,Post-hbo Arbeids- en Organisatiedeskundige (SPHBO); eigen examencommissie met secretaris,hollandscollege.nl,Ja,Die combinatie maakt haar rol binnen onze examencommissie extra waardevol.,https://www.hollandscollege.nl/anneke-de-koning-secretaris-examencommissie/,Ja,CPION/SPHBO,,,,,,,,,hard,ruim 500 deelnemers rondden de post-hbo Arbeids- en Organisatiedeskundige al af,https://www.hollandscollege.nl/opleiding/post-hbo-arbeids-en-organisatiedeskundige/,gekwalificeerd,,,2026-08-18,,,2026-08-31,lead-sourcing-nl
org_fce-stichting-opleidingskunde,nl,FCE Stichting Opleidingskunde,,,Leergangen opleidingskunde/L&D voor professionals; eigen proeve van bekwaamheid,corporate-education.com,Ja,"We ronden het traject af in een laatste dagbijeenkomst, waar ieder van jullie een 'proeve van bekwaamheid' aflegt in de zin dat je laat zien welke ontwikkeling jij hebt doorgemaakt als professional en hoe je in je praktijkvraagstuk voortgang hebt geboekt.",https://www.corporate-education.com/leergang/leergang-lsl/,Ja,CPION/SPHBO,,,,,,,,,,,,gekwalificeerd,,,2026-08-18,,,2026-08-18,lead-sourcing-nl
org_thomas-more-leiderschapsacademie,nl,Thomas More Leiderschapsacademie,,,"Schoolleidersopleidingen po; leerrapport plus eindgesprek per module. Los van Thomas More Hogeschool, relatie checken",tm-leiderschapsacademie.nl,Ja,Met het leerrapport en de kritische reflecties in het eindgesprek lever je bewijs voor het behalen van de leerdoelen van de module.,https://www.tm-leiderschapsacademie.nl/opleidingen/modules-voor-herregistratie/,Ja,CRKBO,,,,,4,1950,,,afgeleid,"lessen op drie locaties, dinsdag Rotterdam, vrijdag Amsterdam en woensdag Utrecht",https://www.tm-leiderschapsacademie.nl/over-ons/,gekwalificeerd,,,2026-08-18,,"Poort 0b duur, 2026-08-18: HAALT DE EIS. Grond: NVAO bachelor/master (structureel >1 jaar).",2026-08-31,lead-sourcing-nl
org_verlies-verder-academie-van-leven,nl,Verlies & Verder - Academie van Leven,,,Post-hbo verlieskunde; eigen eindopdracht met overdracht in de praktijk,academievanleven.nl,Ja,"Je eindopdracht bestaat uit het ontwikkelen van een interventie gericht op jouw doelgroep, die je in een workshop overdraagt binnen jouw werkomgeving.",https://www.academievanleven.nl/post-hbo-verlieskunde/programma/,Ja,CRKBO,,,,,,,,,,,,gekwalificeerd,,,2026-08-18,,,2026-08-18,lead-sourcing-nl
org_traditional-chinese-medicine-academie-nederland,nl,Traditional Chinese Medicine Academie Nederland,TCMA,,"Meerjarige acupunctuuropleiding op hbo-niveau; eigen tentamens, examens en scriptie",tcma.nl,Ja,"Doordat de opleiding geaccrediteerd is, betekent dit dat er een aanwezigheids- en stageverplichting is, er tentamens plaats vinden, dat er theorie- en praktijkexamens behaald moeten worden en dat er een scriptie moet worden geschreven.",https://tcma.nl/acupunctuur-opleiding/,Ja,CRKBO,,,,,,,,,afgeleid,"driejarige acupunctuuropleiding van 200 EC op hbo-niveau, lesplaatsen Amsterdam en Utrecht",https://tcma.nl/acupunctuur-opleiding/inhoud-en-opbouw/,gekwalificeerd,,,2026-08-18,,,2026-08-31,lead-sourcing-nl
org_nederlandse-act-academie,nl,Nederlandse ACT Academie,StressWise Academy,,"ACT-opleidingen voor professionals; eigen portfolio-toetsing, praktijkexamen en eindgesprek",nederlandseactacademie.nl,Ja,Je doet een praktijk examen in de vorm van een video of een rollenspel en je hebt een eindgesprek aan de hand van het portfolio.,https://nederlandseactacademie.nl/toetsing/,Ja,CRKBO,,,,,,,,,afgeleid,"tweejarige opleiding ACT-therapeut plus driejarige psychosociaal therapeut, locaties Hilversum en Amsterdam",https://nederlandseactacademie.nl/opleidingen/,gekwalificeerd,,,2026-08-18,,,2026-08-31,lead-sourcing-nl
org_circe-instituut,nl,Circe Instituut,,,Meerjarige beroepsopleiding analytisch therapeut; eigen scriptietraject,circe-instituut.nl,Ja,opzetten van je praktijk start met je scriptie,https://circe-instituut.nl/opleiding-analytisch-therapeut/,Ja,CRKBO,,,,,,,,,,,,gekwalificeerd,,,2026-08-18,,,2026-08-18,lead-sourcing-nl
org_academie-bo-yi,nl,Academie Bo Yi,,,Meerjarige opleidingen acupunctuur/tuina/kruiden; scripties begeleid door eigen docenten,bo-yi.nl,Ja,"Het kan voorkomen dat de scriptiebegeleider een docent is van een andere opleidingssectie, zoals Tuina Therapie of Chinese Kruiden.",https://www.bo-yi.nl/veelgestelde-vragen,Ja,CRKBO,,,,,,,,,,,,gekwalificeerd,,,2026-08-18,"2026-09-02 agent 2: opnieuw gezocht via Clay en websearch, geen persoon met mandaat en een publiek profiel gevonden. Alleen docenten, coordinatoren of de examencommissie hangen aan het domein. Route is bellen of KvK, niet nog een zoekronde.",,2026-09-02,contact-sourcing-nl
org_boerma-instituut,nl,Boerma Instituut,,,Internationale vakopleiding bloemsierkunst; eigen examenwerkstukken en beoordeling,bloemschikken.nl,Ja,"de examenwerkstukken worden beoordeeld op vormgeving, houdbaarheid en techniek.",https://boerma.nl/product/vakopleiding-bloemschikken-dfd/,Ja,CRKBO,,,,,,,,,onbekend,"Gezocht, niets gevonden. Homepage, teampagina, sitemap en de productpagina van de Internationale Vakopleiding geopend: geen deelnemersaantal, geen klasgrootte, geen aantal groepen per jaar. Wel bekend: de INT-opleiding heeft 2 tot 3 startmomenten per jaar van 4 weken. Zonder groepsgrootte zou elke rekensom een verzonnen vermenigvuldiger bevatten, dus niet afgeleid.",https://boerma.nl/product/internationale-vakopleiding-bloemschikken/,gekwalificeerd,,,2026-08-18,,,2026-09-02,lead-sourcing-nl
org_bfa-business-and-fashion-academy,nl,BFA Business and Fashion Academy,,,Meerjarige fashion/business-opleiding; per trimester examenweek met beoordeelde eindopdracht,businessfashionacademy.nl,Ja,Elk trimester wordt afgesloten tijdens een examenweek waarbij een eindopdracht beoordeeld wordt.,https://www.businessfashionacademy.nl/veelgestelde-vragen-bfa,Ja,CRKBO,,50,50,https://www.businessfashionacademy.nl/en/fashion-business-annual-program-bfa,,,,10000,afgeleid,"Programmapagina, letterlijk: ""BFA ONLY HAS 25 PLACES AVAILABLE PER LOCATION PER YEAR."" Rekensom: 2 Nederlandse locaties (Eindhoven en Utrecht) x 25 = 50 lerenden per jaar in het jaarprogramma. Antwerpen is een derde locatie maar valt buiten Nederland (met Antwerpen erbij ca. 75). Plekken worden echt volgemaakt: de pagina meldde ""There are only 4 places left available for this study"". Hoofdprogramma is eenjarig maar diplomagericht met afsluitend traject. Daarnaast avond-, Engelstalige en online cursussen waarvan nergens aantallen staan; die zitten NIET in de 50.",https://www.businessfashionacademy.nl/en/fashion-business-annual-program-bfa,gekwalificeerd,,,2026-08-18,,,2026-09-02,lead-sourcing-nl
org_zen-shiatsu-opleiding,nl,Zen Shiatsu Opleiding,,,"Meerjarige shiatsu-beroepsopleiding met afstudeerjaar en scriptie; klein, medische basisvakken extern",zenshiatsu.nl,Ja,Als je de opleiding op HBO niveau wilt afronden zodat je als shiatsu therapeut kunt gaan werken dan is een masterjaar en het schrijven van een scriptie en het organiseren van een stage nodig.,http://www.zenshiatsu.nl/cms/opleiding/derde-jaar,Ja,CRKBO,,,,,5,,,,,,,afgevallen,"Afgevallen 2026-08-18: neemt sinds 2025 geen nieuwe studenten meer aan. Was op 2026-08-18 nog toegevoegd als gekwalificeerd, dat besluit is hiermee achterhaald. Bron in het dossier van p_joyce-vlaarkamp-59359718.",,2026-08-18,,"Poort 0b duur, 2026-08-18: HAALT DE EIS. Grond: NVAO bachelor/master (structureel >1 jaar).",2026-08-20,lead-sourcing-nl
org_dutch-dance-music-academy,nl,Dutch Dance Music Academy,,,"DJ/producer-opleidingen; eigen eindopdracht en beoordeling. Klein, weinig geschreven werk",dutchdancemusicacademy.nl,Ja,"Dit is een live optreden die verzorgd wordt en waarop je beoordeeld wordt over je DJ skills, mix en timing skills, track en set opbouw en je performance skills.",https://dutchdancemusicacademy.nl/dj-opleidingen/,Ja,CRKBO,,,,,,,,,onbekend,,,gekwalificeerd,,,2026-08-18,,,2026-09-02,lead-sourcing-nl
org_sound-academy-arnhem,nl,Sound Academy Arnhem,,,"Muziekproductie-opleiding; eigen eindopdracht. Klein, weinig geschreven werk",soundacademyarnhem.nl,Ja,Je rond de opleiding af met een muzikale eindopdracht welke JIJ zelf leert uitbrengen!,https://www.soundacademyarnhem.nl/kosten-opleiding/,Ja,CRKBO,,,,,,,,,onbekend,"Gezocht, niets gevonden. Opleidingspagina volledig gelezen: geen studentaantal, geen klasgrootte-getal, geen aantal startmomenten. Alleen ""je krijgt persoonlijk les in kleine groepjes"" en ""De opleiding duurt ruim 7 maanden met 2 lesmomenten per week"". Let op: ze geven expliciet geen diploma - ""Dit is geen officieel diploma, want producer / geluidstechnicus is geen beschermd beroep.""",https://www.soundacademyarnhem.nl/opleiding-studio-techniek/,gekwalificeerd,,,2026-08-18,,,2026-09-02,lead-sourcing-nl
org_eisra-european-institute-of-scientific-research-on-ayurveda,nl,EISRA (European Institute of Scientific Research on Ayurveda),,,Meerjarige ayurveda-opleidingen met scriptie; klein instituut,eisra.nl,Ja,Daarnaast wordt een scriptie geschreven die inhoudelijk overeenkomt met het niveau van de afstudeerrichting.,https://www.eisra.nl/ayurveda-opleidingen/ayurvedic-technician/,Ja,CRKBO,,,,,,,,,,,,gekwalificeerd,,,2026-08-18,"agent 2, 2026-08-19: geen contact opgeleverd. Directeur is Anil K. Mehta (GAMS), oprichter en hoofddocent EISRA Benelux, bevestigd op eisra.nl. Geen LinkedIn-profiel vindbaar en Clay kent het domein niet, dus geen kanaal.",,2026-08-19,lead-sourcing-nl
org_instituut-voor-kleurenpunctuur,nl,Instituut voor Kleurenpunctuur,,,Meerjarige therapeutenopleiding; scriptie beoordeeld door minimaal twee eigen docenten/supervisors,kleurenpunctuur.nl,Ja,Minimaal twee docenten/ supervisors beoordelen de scriptie.,https://www.kleurenpunctuur.nl/nl/leren/opleiding.html,Ja,CRKBO,,,,,,,,,,,,gekwalificeerd,,,2026-08-18,,,2026-08-18,lead-sourcing-nl
org_metastory-instituut,nl,MetaStory Instituut,,,"Post-hbo opleidingen storytelling/communicatie; eigen eindtoetsen, examens en eindopdrachten",metastory.nl,Ja,"Artikel 11 - Toetsing en examens. Eindtoetsen, examens en eindopdrachten zijn integraal onderdeel van elke opleiding en inbegrepen in de prijs van de opleiding.",https://metastory.nl/post-hbo/,Ja,CRKBO,,,,,,,,,,,,gekwalificeerd,,,2026-08-18,,,2026-08-18,lead-sourcing-nl
org_nlp-academie,nl,NLP Academie,,,"Jaaropleidingen coach/NLP; veel schrijfwerk en eindwerkstuk, eigen beoordeling",nlpacademie.nl,Ja,"Je bent er een jaar of langer mee bezig, je schrijft veel, je sluit af met een eindwerkstuk en je betaalt er doorgaans meer dan vierduizend euro voor.",https://www.nlpacademie.nl/opleiding-tot-coach/,Ja,CRKBO,,,,,,,,,,,,gekwalificeerd,,,2026-08-18,"agent 2, 2026-08-19: geen contact opgeleverd. 4 mdw, Clay geeft niets op het domein. Master trainers Eric Sijbesma en Karin Luis staan op LinkedIn allebei met een recentere hoofdrol elders (Findori Agency Spanje 07-2026 resp. Mind-Metrics 11-2025). Te onzeker om iemand aan te wijzen.",,2026-08-19,lead-sourcing-nl
org_quasir-academy,nl,Quasir Academy,,,Opleidingen calamiteitenonderzoek/klachtenfunctionaris zorg; eigen opdrachten en eindrapportage,quasir.nl,Ja,"Na het volgen van de e-learning, actieve deelname aan de vier fysieke bijeenkomsten en uitvoering van de opdrachten en de eindopdracht (rapportage) ontvangt u een certificaat.",https://www.quasir.nl/academy/calamiteiten-onderzoek/opleiding-calamiteitenonderzoeker/,Ja,CRKBO,,,,,,,,,,,,gekwalificeerd,,,2026-08-18,,,2026-08-18,lead-sourcing-nl
org_peirsman-cranio-sacraal-academie,nl,Peirsman Cranio Sacraal Academie,,,"Meerjarige cranio-sacraal beroepsopleiding met scriptie; citaat is dun, hercheck bij outreach",pcsa.nu,Ja,Scriptie onderwerp/inhoudsopgave,https://pcsa.nu/kosten-opleiding/,Ja,CRKBO,,,,,,,,,afgeleid,"driejarige hbo-conforme beroepsopleiding, SNRO-geregistreerd, hoofdlocatie Bussum",https://snro-instituut.nl/instituut/peirsman-cranio-sacraal-academie,gekwalificeerd,,,2026-08-18,,,2026-08-31,lead-sourcing-nl
org_pao-psychologie-nascholing-opleiding,nl,PAO Psychologie Nascholing & Opleiding,,,Post-hbo/postmaster nascholing psychologie en onderwijs; toetsing beoordeeld door eigen docent,pao.nl,Ja,Je ontvangt een geaccrediteerd certificaat als: (...) Je een voldoende hebt voor je toetsing (beoordeeld door docent).,https://pao.nl/veelgestelde-vragen/,Ja,CPION/SPHBO,,80000,,,,,,51500,hard,80.000 + cursisten gingen,https://pao.nl,gekwalificeerd,,,2026-08-18,,"Poort 0b duur, 2026-08-18: HAALT DE EIS. Grond: NVAO bachelor/master (structureel >1 jaar).",2026-08-20,lead-sourcing-nl
org_ceto-trainingen,nl,Ceto Trainingen,,,"Post-hbo iCoach in onderwijs, 1 jaar / 8 EC met portfolio en eigen beoordelingscriteria",cetotrainingen.nl,Ja,"In de studiegids vind je een volledig overzicht van de opbouw van de opleiding, de inhoud per lesdag, voorbeeldopdrachten, studiebelasting, beoordelingscriteria en de aanmeldprocedure.",https://cetotrainingen.nl/opleidingen/icoach-in-onderwijs/,Ja,CPION/SPHBO,,,,,,,,,,,,gekwalificeerd,,,2026-08-18,,,2026-08-18,lead-sourcing-nl
org_ontwikkelhuis-hr-leiderschap,nl,Ontwikkelhuis HR & Leiderschap,,,Post-hbo leergangen HR en leiderschap; portfolio plus criteriumgericht interview,ontwikkelhuis.nl,Ja,"Dit betreft de bijeenkomsten, het voorbereiden van de bijeenkomsten en het vormen van jouw persoonlijke portfolio en het houden van een criterium gericht interview.",https://www.ontwikkelhuis.nl/opleidingen/leiderschap-met-impact,Ja,CPION/SPHBO,,,,,,,,,,,,gekwalificeerd,,,2026-08-18,,,2026-08-18,lead-sourcing-nl
org_kmm-groep,nl,KMM Groep,KMM Group|Kennis Marketing en Media Groep|IVIO-Onderwijsgroep,,Opleidingsgroep / holding,kmmgroep.nl,Onbekend,,,Ja,eigen site,700,,,,,,,,geschat,"In 2002 heeft de Stichting IVIO de activiteiten ondergebracht bij de KMM Groep (Kennis, Marketing en Media Groep)",https://www.ivio.nl/over-ons/,kandidaat,,,2026-09-02,,"Moeder van de IVIO-merken. Zestien bedrijven, ruim 700 medewerkers. IVIO-merken: IVIO-Wereldschool, IVIO-Opleidingen, IVIO-Examenbureau, IVIO@School, IVIO-Boeken, LanguageOne (2019), Edufax (2023), Infinity College. Holding zelf beoordeelt niet, de merken wel.",2026-09-02,lead-sourcing-nl
org_luzac-onderwijs,nl,Luzac Onderwijs,Luzac|Luzac College|Luzac Lyceum,org_salta-group,Particulier voortgezet onderwijs,luzac.nl,Onbekend,,,Ja,Wikipedia / eigen site,,,,,,,,,afgeleid,In 2016 werd het onderwijsbedrijf overgenomen door de NCOI Opleidingsgroep,https://nl.wikipedia.org/wiki/Luzac_Onderwijs,geblokkeerd,"onderdeel van NCOI Opleidingsgroep (Salta Group), staat al in Close en valt buiten deze oefening",,2026-09-02,,"Grootste particuliere VO-aanbieder van NL, 14 vestigingen (Leiden en Den Bosch dicht in 2025), scholen kleinschalig tot 180 leerlingen per vestiging. NIET benaderen: Salta-label.",2026-09-02,lead-sourcing-nl
org_kpe-groep,nl,KPE Groep,KPE|KPE Bouw en Infra|KPE Vastgoed,,"Opleidingsgroep bouw, infra en vastgoed",kpe.nl,Onbekend,,,Ja,eigen site,,,,,,,,,onbekend,,,kandidaat,,,2026-09-02,,"Moeder van HTI Amsterdam (Stichting Hoger Technisch Instituut). Divisies: KPE Bouw en Infra, KPE Vastgoed, KPE Lab. Poort 0 nog niet bewezen op groepsniveau; HTI zelf staat al op Ja.",2026-09-02,lead-sourcing-nl
org_foi,nl,FOI,Financieel Opleidingsinstituut|FOI Opleidingen,org_certify360-edtech-group,"Financieel en vastgoed, Wft-opleider",foi.nl,Onbekend,,,Ja,eigen site,,,,,,1190,,,onbekend,Sinds september 2023 maakt FOI ook onderdeel uit van de groep,https://foi.nl/over-ons,kandidaat,,,2026-09-02,,"Certify360-label sinds september 2023, domeinen Finance en Vastgoed. Cursusprijs Zakelijk Financieren 1190 euro excl btw. Poort 0 niet publiek: examenpagina noemt geen beoordelaar.",2026-09-02,lead-sourcing-nl
org_syntra-west,nl,Syntra West,Groep Syntra West|SYNTRA West vzw,,ondernemersopleiding (Syntra-netwerk),syntrawest.be,Ja,De examens/evaluaties worden beoordeeld door de lesgevers. De eindproef wordt beoordeeld door een examencommissie die bestaat uit een lesgever en een extern jurylid.,https://syntrawest.be/examenreglement,Ja,"vzw, erkend en gesubsidieerd opleidingscentrum Vlaanderen (syntra.be/over-syntra)",,,,,,,,,onbekend,,,gekwalificeerd,,,2026-09-02,,"VLAANDEREN. Grootste Syntra-centrum (West-Vlaanderen), 65e opleidingsjaar en groeiend. Ondernemersopleidingen met eindproef plus eindwerk. Eigen vzw, niet aangestuurd door syntra.be.",2026-09-02,lead-sourcing-nl
org_syntra-ab,nl,Syntra AB,Syntra Antwerpen Vlaams-Brabant|SYNTRA AB vzw|Syntra Antwerpen-Vlaams-Brabant,,ondernemersopleiding (Syntra-netwerk),syntra-ab.be,Ja,Als het indienen van een eindwerk een onderdeel is van de eindproef dienen volgende regels gerespecteerd te worden (...) zodat de kennis en vaardigheden van de cursist objectief kunnen getest en beoordeeld worden door de jury van de eindproef. De cursist legt de eindproef af in de SYNTRA-campus waar hij de lessen heeft gevolgd.,https://www.syntra-ab.be/sites/default/files/public/examenreglement-ot24.pdf,Ja,"vzw, erkend en gesubsidieerd opleidingscentrum Vlaanderen",,,,,,,,,onbekend,,,gekwalificeerd,,,2026-09-02,,VLAANDEREN. Antwerpen plus Vlaams-Brabant. Eindwerk staat expliciet in het eigen examenreglement (hoofdstuk 5). Eigen vzw.,2026-09-02,lead-sourcing-nl
org_syntra-brussel,nl,Syntra Brussel,SYNTRA Brussel vzw,,ondernemersopleiding (Syntra-netwerk),syntrabrussel.be,Ja,De examens/evaluaties worden beoordeeld door de lesgevers. De eindproef wordt beoordeeld door een examencommissie die bestaat uit een lesgever en een extern jurylid.,https://www.syntrabrussel.be/index/examenreglement,Ja,"vzw, erkend en gesubsidieerd opleidingscentrum Vlaanderen",,,,,,,,,onbekend,,,gekwalificeerd,,,2026-09-02,,"VLAANDEREN. Nederlandstalig centrum in Brussel, valt binnen scope (Franstalig Brussel niet). Kleinste van de vijf centra, omvang nog te toetsen.",2026-09-02,lead-sourcing-nl
org_syntrapxl,nl,SyntraPXL,Syntra Limburg|Syntra PXL|SyntraPXL Limburg,,ondernemersopleiding (Syntra-netwerk),syntrapxl.be,Ja,De examens/evaluaties worden beoordeeld door de lesgevers. De eindproef wordt beoordeeld door een examencommissie die bestaat uit een lesgever en een extern jurylid.,https://syntrawest.be/examenreglement,Ja,"vzw, erkend en gesubsidieerd opleidingscentrum Vlaanderen",,,,,,,,,onbekend,,,gekwalificeerd,,,2026-09-02,,"VLAANDEREN. Heet niet Syntra Limburg maar SyntraPXL (samenwerking met Hogeschool PXL), 6 campussen. LET OP: bewijscitaat komt uit het gedeelde Syntra-examenreglement, niet uit hun eigen document. Verifieren voor outreach.",2026-09-02,lead-sourcing-nl
org_syntra-midden-vlaanderen,nl,Syntra Midden-Vlaanderen,Syntra MVL|Syntra Midden Vlaanderen|SYNTRA Midden-Vlaanderen vzw,,ondernemersopleiding (Syntra-netwerk),syntra-mvl.be,Ja,De examens/evaluaties worden beoordeeld door de lesgevers. De eindproef wordt beoordeeld door een examencommissie die bestaat uit een lesgever en een extern jurylid.,https://syntrawest.be/examenreglement,Ja,"vzw, erkend en gesubsidieerd opleidingscentrum Vlaanderen",,,,,,,,,onbekend,,,gekwalificeerd,,,2026-09-02,,"VLAANDEREN. Oost-Vlaanderen. LET OP: bewijscitaat komt uit het gedeelde Syntra-examenreglement, niet uit hun eigen document. Verifieren voor outreach.",2026-09-02,lead-sourcing-nl
org_ivio-wereldschool,nl,IVIO-Wereldschool,Wereldschool|IVIO Wereldschool,org_ivio-groep,Particulier afstandsonderwijs po/vo,wereldschool.nl,Ja,"het beantwoorden van dringende vragen van leerlingen, vakdocenten of mentoren en het nakijken van het ingeleverde werk, het mailen van de beoordelingen en de feedback en het invoeren van de resultaten",https://www.wereldschool.nl/leven-van-een-wereldschooldocent/,Ja,eigen site,140,,,,,,,,geschat,"140 onderwijsmensen werken bij Wereldschool; een docent begeleidt bijna 80 leerlingen, waarvan circa 20 procent in het buitenland en 80 procent via IVIO@school",https://www.wereldschool.nl/leven-van-een-wereldschooldocent/,gekwalificeerd,,,2026-09-02,,Afstandsonderwijs po+vo voor expatkinderen en thuiszitters. Docenten kijken ingeleverd werk zelf na en mailen beoordeling plus feedback: kernproces raakt Eduface direct. Merk binnen IVIO-groep (KMM Groep). Leerlingenaantal niet publiek; 140 docenten is het enige harde volumesignaal.,2026-09-02,lead-sourcing-nl
org_ivio-school,nl,IVIO@School,IVIO at School|IVIO School,org_ivio-groep,"Particulier afstandsonderwijs vo, thuiszitters en zieke leerlingen",ivioschool.nl,Onbekend,,,Ja,eigen site,,,,,,,,,onbekend,,,kandidaat,,,2026-09-02,,Merk binnen IVIO-groep (KMM Groep). Deelt de docentenpoule met IVIO-Wereldschool: circa 80 procent van de leerlingen van een Wereldschool-docent wordt voor IVIO@school begeleid. Werkt samen met o.a. Aurum College Lelystad en Nautilus College Almere. Poort 0 nog te bewijzen op eigen bron.,2026-09-02,lead-sourcing-nl
org_ivio-examenbureau,nl,IVIO-Examenbureau,IVIO Examenbureau,org_ivio-groep,Examenbureau,ivio-examenbureau.nl,Nee,ruim vijfduizend examens voor scholen en instellingen,https://www.ivio.nl/over-ons/,Ja,eigen site,,,,,,,,,hard,ruim vijfduizend examens voor scholen en instellingen,https://www.ivio.nl/over-ons/,afgevallen,,,2026-09-02,,"Valt af op poort 0: dit is zelf de externe examinator, het neemt examens af VOOR andere scholen en instellingen in plaats van eigen lerenden te beoordelen. Merk binnen IVIO-groep (KMM Groep).",2026-09-02,lead-sourcing-nl
org_euroforum-bv,nl,Euroforum BV,Euroforum|Euroforum Nederland,,"Opleidingsgroep professionals, congressen en trainingen",euroforum.nl,Onbekend,,,Ja,eigen site,,,,,300,,,,afgeleid,"a portfolio of over 300 programs covering key topics such as finance, public policy, energy transition, data and AI, healthcare, legal affairs and organisational development",https://www.bridgepointgroup.com/about-us/news-and-insights/press-releases/2026/cegos-group-aquires-euroforum,geblokkeerd,"Dubbele rij van org_euroforum-bv-cegos-group. Niet benaderen, samengevoegd 02-09-2026.",,2026-09-02,,"Moeder van drie merken: Euroforum, SBO (Studiecentrum voor Bedrijf en Overheid, staat al op de lijst) en Secretary Management Institute (SMI). Overgenomen door Cegos Group (Bridgepoint). Opgericht 1975. Let op: veel van de 300 programma s zijn congressen en losse trainingsdagen, dus poort 0b (langer dan een jaar, beoordeeld schrijfwerk) moet per opleiding getoetst.",2026-09-02,dante
org_winford,nl,Winford,Winford College|Winford Particulier Onderwijs|Winford Bilingual,org_academedia,Particulier basis- en voortgezet onderwijs,winford.nl,Onbekend,,,Ja,eigen site,200,600,,,,,,15000,afgeleid,Met 200 medewerkers en 600 leerlingen (basis- en voortgezet onderwijs) is Winford na Luzac de tweede particuliere onderwijsaanbieder van Nederland,https://winford.nl/over-ons/nieuws/fdoud-consultant-steekt-nek-uit-om-priveschool-nieuw-elan-te,kandidaat,,,2026-09-02,,"Op eigen site 19 scholen: 9 vo, 7 po, 3 tweetalig po. Klassen gemiddeld 8 leerlingen. Onder de ondergrens van 1.000 lerenden, maar wel de nummer 2 van particulier po/vo en sinds 2023 onderdeel van AcadeMedia, dus samen met IVA interessant op groepsniveau. Poort 0 nog niet bewezen: site zegt niets over wie het werk beoordeelt, en particulier vo kan via staatsexamen lopen.",2026-09-02,lead-sourcing-nl
org_hogeschool-tio,nl,Hogeschool Tio,Tio Business School|Tio|Tio University of Applied Sciences,,Particuliere hogeschool,tio.nl,Ja,Deze scriptie en de tussentijdse producten worden beoordeeld door de begeleidende afstudeercoach en de afstudeer-examinator die niet bij de begeleiding is betrokken.,https://publicaties.nvao.net/5d2eca5e81d47_007499%20rapport%20TIO%20hbo-ba%20Hotel-%20en%20Eventmanagement.pdf,Ja,eigen site: 'Als particuliere onderwijsinstelling kan Tio meer investeren in de kwaliteit van het onderwijs dan overheidsinstellingen',,2000,2000,"tio.nl/overtio: '2000+ Studenten die een studie bij Tio volgen'; alle programma's zijn meerjarige hbo-bachelors/mbo, dus vrijwel volledig diplomagericht",9,,,90000,hard,2000+ Studenten die een studie bij Tio volgen,https://www.tio.nl/overtio/,geblokkeerd,"loopt al via Close (lead Tio Business School, status Actief)",lead_8e0AjTEdlAllhdeC3AdYc2sCb0cSwfpDHbU5hUYBI3Y,2026-09-02,,"GEBLOKKEERD, loopt al via Close (lead Tio Business School, status Actief). Geen moederconcern gevonden: Tio staat zelfstandig, dus er hangen geen zustermerken aan die per ongeluk benaderd kunnen worden.",2026-09-02,lead-sourcing-nl
